1.855179809523809786e-01,2.663115405253428380e-01,2.486318906685704155e-01,3.072243373059273530e-01,3.928866514521597297e-01,3.836534028887897407e-01,4.068642016019999308e-01,4.225843060547088692e-01,4.177484781209928610e-01,4.423597356289180604e-01,4.519777051288749181e-01,4.361866371150036614e-01,4.494962109946962769e-01,4.408329451480440531e-01,4.780620329434933646e-01,4.665999884359294803e-01,4.763275797074715268e-01,4.955604762157183041e-01,5.041879663402007994e-01,5.043295428119088930e-01,5.105561472913839882e-01,5.084809785680420857e-01,5.167926222936304326e-01,5.193602470147341554e-01,5.042790814467662530e-01,5.195224194094265613e-01,5.141126551674990441e-01,5.170723262464796965e-01,5.223881259226839102e-01,5.156271990605495459e-01,5.145317792963204351e-01,5.200922555032668759e-01,5.172400834772530320e-01,5.180998966583394427e-01,5.196844987355385692e-01,5.200265022609574794e-01,5.197738645290396198e-01,5.182731244416747263e-01,5.195455078329425103e-01,5.184756267736617685e-01,5.186755339302639989e-01,5.198913701370063700e-01,5.192220027499271362e-01,5.191097451220600956e-01,5.184587444480680540e-01,5.187961629936653773e-01,5.184562127938872056e-01,5.196238010874533186e-01,5.188607764748101037e-01,5.195307040820036359e-01
2.560274031746030410e-01,1.571050616805927391e-01,2.186217466949263166e-01,2.312855689031191320e-01,1.338538691217797949e-01,8.766562404435049305e-02,1.210472616724802414e-01,1.131749701551609810e-01,1.374048975825281349e-01,1.348160224205690594e-01,1.452020628285737303e-01,1.220714123622579084e-01,1.498483871227153374e-01,1.281901455833374393e-01,1.360544319997440688e-01,1.205274740280195406e-01,1.278199163582628139e-01,1.311453766233598717e-01,1.324603762845006083e-01,1.378089138984496531e-01,1.313432566126274126e-01,1.369161095963891961e-01,1.361427757585303988e-01,1.380160377911063274e-01,1.358804015684101085e-01,1.425147226045010984e-01,1.409832462677957088e-01,1.345171419919946598e-01,1.388107929663073281e-01,1.408038101388069119e-01,1.445015222870060789e-01,1.423969695482366626e-01,1.423146389580866034e-01,1.418359621438860241e-01,1.430957638867904058e-01,1.408230369485247158e-01,1.437564576053815824e-01,1.418785980401815194e-01,1.407885110961887010e-01,1.415341183796567925e-01,1.421036725164726011e-01,1.430308252048381468e-01,1.419798677226356554e-01,1.422876191325473383e-01,1.422590861713176891e-01,1.425145410410225966e-01,1.420433378751616571e-01,1.420368773948001151e-01,1.424672564155172183e-01,1.424151048633580385e-01
3.769766095238092918e-01,2.630026621290380562e-01,1.408890175720111104e-01,2.278976902346037114e-01,1.263341070610327632e-01,8.796565977805166636e-02,9.691362043817622340e-02,7.502868384758397402e-02,8.645853262843239406e-02,8.685447364523447844e-02,8.847398967015535076e-02,8.499093713881371304e-02,7.450730804268877738e-02,8.277379539221010885e-02,7.336071463030204021e-02,8.213421852471325391e-02,7.457769110465678475e-02,8.023160972744582120e-02,6.996670784016378875e-02,7.918644786606794661e-02,7.435107939758382745e-02,8.087103946186469106e-02,7.953817807010288288e-02,8.661524554545815824e-02,8.352462795800866258e-02,8.354008155979736339e-02,8.054761161084424137e-02,7.850900761703445696e-02,8.041723887670859661e-02,8.023533960422409017e-02,8.186005598125280225e-02,8.180164425524401317e-02,8.548434399772436576e-02,8.105528393290317712e-02,8.361850709670932968e-02,8.259910717952875792e-02,8.196139250897531425e-02,8.233567973419897434e-02,8.158165036682502036e-02,8.265900252253519098e-02,8.262167286597961458e-02,8.156683725260062412e-02,8.226721528076859358e-02,8.276242881509589255e-02,8.248688269942210105e-02,8.204617383274158404e-02,8.191023406710852550e-02,8.236031400347525178e-02,8.216950127516413349e-02,8.168989179560459668e-02
4.200459047619045649e-01,2.024721919169288342e-01,2.664884333615678003e-01,2.530481023451204847e-01,8.730569102152199723e-02,1.353138566720832048e-01,1.086135778035998145e-01,7.660308239938275199e-02,6.122887838736635474e-02,6.193950253888574203e-02,7.080836747282531762e-02,6.737272086625838152e-02,6.522679610928706906e-02,5.007809162893408356e-02,5.829142844889756425e-02,5.487069332174729364e-02,5.153834820140363454e-02,5.262476468606239882e-02,5.458480709623030752e-02,5.309196093174300968e-02,5.998925741613959223e-02,5.924561943849500356e-02,5.749648159302279959e-02,5.630420175073331396e-02,5.877477294212298670e-02,5.240997994327109555e-02,5.632684855091546483e-02,5.362811498796737214e-02,5.581640348058339307e-02,5.668133717691586221e-02,5.472726072210630510e-02,5.838196867824173297e-02,5.631899221856959126e-02,5.933554231601019524e-02,5.704589653560181162e-02,5.703742471659468960e-02,5.629471952114058209e-02,5.726688617355383398e-02,5.949700764522437846e-02,5.774509299705028048e-02,5.786906333279445008e-02,5.903341873748438329e-02,5.719638799317875583e-02,5.739698457894384931e-02,5.790291572415631055e-02,5.751109683494156494e-02,5.786949655684923283e-02,5.758011324330745279e-02,5.814195330825028957e-02,5.795704501243313655e-02
3.768993777777776555e-01,2.403557393288904276e-01,2.510131888380393028e-01,1.594861881748411425e-01,1.397113584575639111e-01,1.437367444791191606e-01,7.747563674133377265e-02,7.074837331680236541e-02,9.939631269769377830e-02,5.264343570611818707e-02,5.292805148446190489e-02,3.618559318013232079e-02,4.800907499615768986e-02,3.810042315618284575e-02,4.150482856296242029e-02,4.120742270034397775e-02,4.796326813107203851e-02,4.182374704375283608e-02,4.216500921896829124e-02,4.333091283634096791e-02,3.915332482410534276e-02,4.825499460314666006e-02,4.521016144940503273e-02,3.782338434104837166e-02,4.137299327314308134e-02,4.485759262667236846e-02,4.282992239095150672e-02,4.290586185994822721e-02,4.363854837045247348e-02,4.391996096487486151e-02,4.250219694932971110e-02,4.566497725683910797e-02,4.654968118607319405e-02,4.438108528001365877e-02,4.327671823080825320e-02,4.447166678389095212e-02,4.431409305194700804e-02,4.392561482008395385e-02,4.409129333264275030e-02,4.460352819002588037e-02,4.444999427899417460e-02,4.381936543667159373e-02,4.474883308937441934e-02,4.447503291633828765e-02,4.440327993681619789e-02,4.462730824587616413e-02,4.506894362952800631e-02,4.432332870142205450e-02,4.410319196921529128e-02,4.452259990163030118e-02
4.635020063492061304e-01,3.513156190199810402e-01,2.711790463007469620e-01,2.026574745379598197e-01,1.274132425931119306e-01,1.486442889158938740e-01,8.434744225168196163e-02,7.236144609828201735e-02,4.761182328306685918e-02,5.091389098227087906e-02,4.431182428552345870e-02,4.886479787988126655e-02,5.654358825684074885e-02,2.005461856633102002e-02,3.280579154154251303e-02,4.307120562422653287e-02,3.495224987254570009e-02,3.210500056221184118e-02,3.651685400954415156e-02,3.476585450319256282e-02,3.301502660461827499e-02,3.237279381819033186e-02,3.202384346357548678e-02,3.348987966803080446e-02,3.452336588748206730e-02,3.506703005083891544e-02,3.655849579254017573e-02,3.346377389812205810e-02,3.340288293890629479e-02,3.277822426639918907e-02,3.174137930820905562e-02,3.420470858222778021e-02,3.588120785844190613e-02,3.544369001086094401e-02,3.550030587713675495e-02,3.689117444674937935e-02,3.461286051950057674e-02,3.518198216460777933e-02,3.695522832418873804e-02,3.504466339882474774e-02,3.499330597913508784e-02,3.620528044406134960e-02,3.607986808342723839e-02,3.609509015207946342e-02,3.670122342546217747e-02,3.558898346509604266e-02,3.585807638860537966e-02,3.513989510830561186e-02,3.561084515585319354e-02,3.649222633905103985e-02
4.866617777777775267e-01,2.823935994510043401e-01,1.858484051682002258e-01,2.813651951563802545e-01,1.698552454692190961e-01,1.150717177776610783e-01,9.189719131491888571e-02,6.169751210981035128e-02,5.184842957183050105e-02,5.326792018430111936e-02,2.920379314101548968e-02,3.435077813367042043e-02,3.434767959485565680e-02,4.823704827210437834e-02,3.292107024311374808e-02,3.569040132357635675e-02,3.038998515858827923e-02,3.236045477892213890e-02,2.999586223765321816e-02,3.271815270058030245e-02,2.848295915834073849e-02,3.598718721780271024e-02,3.779811673919138137e-02,3.027807328291439934e-02,2.875371847063195110e-02,2.673003188732365337e-02,2.999420800388715933e-02,2.859878480186197128e-02,2.833458380693315570e-02,3.040996193501008943e-02,2.796779129612419687e-02,2.800715725738167627e-02,2.991260991996609955e-02,3.053456567190774087e-02,3.006991390916793558e-02,3.015955443137444472e-02,3.195879637977860205e-02,2.932747677634603423e-02,2.934407949680393687e-02,3.073324956108264630e-02,2.958497213706778872e-02,3.068980092945448879e-02,3.023195182192938216e-02,3.045967126733111971e-02,3.081663341841762646e-02,3.114053662234232689e-02,3.065304974398067733e-02,3.021565638793934777e-02,3.033636703683870867e-02,3.006476427259337225e-02
5.741861333333330153e-01,1.762577733658272361e-01,2.580615049566779007e-01,2.380892603677376429e-01,1.450525483348183986e-01,1.224736549418990877e-01,1.191611531450125633e-01,8.531597542009702884e-02,6.429747860648019064e-02,3.860275039113636453e-02,4.768469818518147191e-02,3.574114028444027452e-02,3.478560868011206647e-02,2.648695717893569113e-02,3.004144140124281881e-02,3.358260867642767072e-02,2.391091328214390785e-02,2.894275181349515585e-02,3.380480593374369375e-02,3.142382531008335034e-02,2.385782168498088926e-02,2.498778709088577896e-02,2.429270347484135256e-02,2.323036320843381228e-02,2.881138396415738184e-02,2.284340655487587107e-02,2.488928489193774352e-02,2.339542554620058570e-02,2.267994119866623137e-02,2.761831827376591206e-02,2.496151692793547108e-02,2.654668488994674225e-02,2.460537613908119967e-02,2.598098460926676415e-02,2.744818196818168618e-02,2.504255597388049814e-02,2.791003505796207235e-02,2.544894201278041085e-02,2.581827081192278675e-02,2.739651355376064579e-02,2.573901012367931646e-02,2.658717910163854725e-02,2.627415557652169192e-02,2.623630948152966269e-02,2.643458846804728687e-02,2.612859159850677848e-02,2.629537370687840339e-02,2.628891456385165637e-02,2.674454840243309373e-02,2.624499879315050563e-02
4.733395555555554024e-01,2.708668767804223720e-01,2.487397293731002657e-01,2.321316002994991412e-01,1.349827435173459045e-01,1.143704557655754600e-01,5.609170313182351014e-02,8.645447657587694568e-02,5.270353422014100592e-02,5.840654274285511649e-02,4.551968670377273124e-02,3.496214213129050785e-02,3.019237550108561444e-02,2.958604662136082863e-02,2.388053525275616804e-02,3.830605939362257545e-02,2.343229147710694169e-02,3.015143610566753396e-02,2.671415489827766790e-02,2.968331681406919179e-02,1.830859883451866135e-02,1.893871743982661685e-02,2.723460216744748655e-02,2.367380037785459662e-02,2.008955960123499224e-02,2.072941084820412866e-02,2.249035678930299056e-02,2.210161504612464037e-02,2.231119176925507042e-02,2.426270895364970523e-02,2.239796947731381715e-02,2.115990460751789037e-02,2.179549810120667494e-02,2.333647806443939210e-02,2.197183398683507857e-02,2.272409097112252502e-02,2.239156809244969432e-02,2.360913836284027345e-02,2.396875289208608845e-02,2.174248915906357854e-02,2.287327416560766200e-02,2.390900710955478140e-02,2.246431902370315051e-02,2.340064727928208022e-02,2.320180485702168921e-02,2.290441181549846689e-02,2.355190814514472944e-02,2.294080116475387399e-02,2.288565611156882090e-02,2.280593266259758889e-02
3.926713015873013468e-01,2.456282154754859670e-01,2.140629144142883467e-01,1.659355243264625801e-01,1.623414619205111320e-01,1.212083217321520412e-01,5.040053376781775812e-02,6.264525833606501837e-02,6.294824937082016403e-02,4.312927351364706507e-02,4.452197808508071702e-02,3.205248396336696226e-02,3.434852518193198118e-02,3.265198364383216367e-02,3.349535697862131983e-02,2.487744690332477360e-02,1.625237223192782174e-02,2.349631368464192779e-02,2.697588795897094133e-02,2.193179960502657233e-02,2.040422213947213140e-02,2.059678367056389306e-02,1.742610466066457989e-02,1.619319872082350398e-02,2.240385261565277369e-02,1.940079864127636569e-02,2.050187904614449511e-02,2.078328620873365687e-02,1.967800473935973210e-02,2.014115852206384283e-02,2.111524791053261477e-02,1.933613232123920084e-02,2.017453439473899934e-02,2.085167244278671173e-02,1.900714850906136053e-02,2.089463607639358358e-02,1.978646966096612655e-02,2.019079201926467920e-02,2.016169464943446885e-02,2.055129691764799246e-02,2.029419024102624078e-02,2.055666842507652275e-02,2.130784146371557386e-02,2.019019963383731492e-02,2.084118785884203975e-02,2.061006524852194988e-02,2.088123435298340838e-02,2.068898259676845569e-02,2.070034628127052911e-02,2.075458664971224429e-02
